"vacc2006","vacc2007"
0.902597402597403,0.892857142857143
0.831168831168831,0.827922077922078
0.918831168831169,0.918831168831169
0.922077922077922,0.918831168831169
0.87987012987013,0.86038961038961
0.905844155844156,0.918831168831169
0.918831168831169,0.922077922077922
0.840909090909091,0.834415584415584
0.918831168831169,0.935064935064935
0.873376623376623,0.896103896103896
0.837662337662338,0.818181818181818
0.928571428571429,0.922077922077922
0.931818181818182,0.918831168831169
0.928571428571429,0.912337662337662
0.912337662337662,0.905844155844156
0.853896103896104,0.844155844155844
0.918831168831169,0.928571428571429
0.866883116883117,0.857142857142857
0.866883116883117,0.827922077922078
0.902597402597403,0.899350649350649
0.88961038961039,0.883116883116883
