"date","week","incidence"
"2009-06-06",1,1
"2009-06-13",2,1
"2009-06-20",3,1
"2009-06-27",4,5
"2009-07-04",5,13
"2009-07-11",6,20
"2009-07-18",7,17
"2009-07-25",8,25
"2009-08-01",9,8
"2009-08-08",10,12
"2009-08-15",11,14
"2009-08-22",12,12
"2009-08-29",13,15
"2009-09-05",14,16
"2009-09-12",15,6
"2009-09-19",16,2
"2009-09-26",17,1
