"date","week","incidence"
"2011-03-26",1,4
"2011-04-02",2,2
"2011-04-09",3,5
"2011-04-16",4,0
"2011-04-23",5,2
"2011-04-30",6,0
"2011-05-07",7,0
"2011-05-14",8,1
"2011-05-21",9,0
"2011-05-28",10,2
"2011-06-04",11,2
"2011-06-11",12,3
"2011-06-18",13,2
"2011-06-25",14,1
