  Less than one year,  One year,  Two years,  Three years,  Four years,  Five years,  Six years,  Seven years,  Eight years,  Nine years,  10 years,  11 years,  12 years,  13 years,  14 years,  15 years,  16 years,  17 years,  18 years,  19 years,  20 years,  21 years,  22 years,  23 years,  24 years,  25 years,  26 years,  27 years,  28 years,  29 years,  30 years,  31 years,  32 years,  33 years,  34 years,  35 years,  36 years,  37 years,  38 years,  39 years,  40 years,  41 years,  42 years,  43 years,  44 years,  45 years,  46 years,  47 years,  48 years,  49 years,  50 years,  51 years,  52 years,  53 years,  54 years,  55 years,  56 years,  57 years,  58 years,  59 years,  60 years,  61 years,  62 years,  63 years,  64 years,  65 years,  66 years,  67 years,  68 years,  69 years,  70 years,  71 years,  72 years,  73 years,  74 years,  75 years,  76 years,  77 years,  78 years,  79 years,  80 years,  81 years,  82 years,  83 years,  84 years,  85 years,  86 years,  87 years,  88 years,  89 years,  90 years,  91 years,  92 years,  93 years,  94 years,  95 years,  96 years,  97 years,  98 years,  99 years,  100 years and over
58059,57024,59316,60003,59952,60834,58440,56358,56073,56229,55335,56454,59061,59322,58026,60165,60606,60942,60018,62043,62709,62439,62247,59400,57687,56166,54246,53760,53247,53760,54342,53157,53121,53019,51804,51852,53160,53343,56379,58470,60792,62745,62826,62349,61872,60867,60237,60483,61464,63354,64113,63063,62037,59193,57825,56307,55671,53718,52140,50784,50328,48993,48843,48234,47748,48672,46620,40155,36942,34722,32910,34416,32772,29166,27009,25086,23244,21306,20580,19089,18216,17688,17013,15270,13959,12546,11259,9855,8541,7179,5820,4908,4014,2715,2010,1491,1149,840,555,336,582
