Age_Var,Age_Level,Age_Label,Eth_Var,Eth_Level,Eth_Label,Sex_code,Sex_Label,DepMissing,Dep1,Dep2,Dep3,Dep4,Dep5,Dep6,Dep7,Dep8,Dep9,Dep10,Total
AgeGroup A,118,A:18-24 yrs,EthPrior,21,Maori (Prioritised),2,Female,6,882,1200,1512,1755,2331,3015,3567,4503,6204,8256,
AgeGroup A,118,A:18-24 yrs,EthPrior,21,Maori (Prioritised),99,Both Sexes,18,1803,2463,3063,3525,4506,5976,6855,8619,11751,15294,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,118,A:18-24 yrs,EthPrior,22,Pacific People (Prioritised),1,Male,,213,279,405,540,645,903,1080,1806,2622,4281,
AgeGroup A,118,A:18-24 yrs,EthPrior,22,Pacific People (Prioritised),2,Female,,198,258,354,504,573,834,1092,1854,2829,4794,
AgeGroup A,118,A:18-24 yrs,EthPrior,22,Pacific People (Prioritised),99,Both Sexes,,411,537,759,1044,1221,1737,2172,3660,5451,9078,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,118,A:18-24 yrs,EthPrior,23,NonMaoriNonPac,1,Male,51,12921,13467,14256,14001,14400,15360,15072,14844,15384,9408,
AgeGroup A,118,A:18-24 yrs,EthPrior,23,NonMaoriNonPac,2,Female,60,11469,12105,13335,13113,13863,15111,15489,14997,16479,10173,
AgeGroup A,118,A:18-24 yrs,EthPrior,23,NonMaoriNonPac,99,Both Sexes,111,24387,25575,27594,27111,28260,30471,30558,29838,31863,19578,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,118,A:18-24 yrs,EthPrior,24,Asian (Prioritised),1,Male,6,1680,2016,2367,2634,2850,3297,3300,3582,3807,2952,
AgeGroup A,118,A:18-24 yrs,EthPrior,24,Asian (Prioritised),2,Female,,1599,2034,2361,2595,2784,3135,3312,3594,3843,3285,
AgeGroup A,118,A:18-24 yrs,EthPrior,24,Asian (Prioritised),99,Both Sexes,9,3279,4053,4725,5229,5631,6432,6612,7176,7650,6237,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,118,A:18-24 yrs,EthPrior,25,NonMaoriNonPacNonAs,1,Male,48,11241,11451,11892,11367,11550,12066,11772,11259,11574,6456,
AgeGroup A,118,A:18-24 yrs,EthPrior,25,NonMaoriNonPacNonAs,2,Female,57,9873,10071,10977,10521,11079,11979,12177,11406,12636,6888,
AgeGroup A,118,A:18-24 yrs,EthPrior,25,NonMaoriNonPacNonAs,99,Both Sexes,108,21114,21522,22866,21882,22629,24045,23949,22665,24210,13341,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,118,A:18-24 yrs,EthIndMaori,31,Maori,1,Male,12,921,1260,1554,1770,2175,2964,3285,4119,5550,7038,
AgeGroup A,118,A:18-24 yrs,EthIndMaori,31,Maori,2,Female,6,882,1200,1512,1755,2331,3015,3567,4503,6204,8256,
AgeGroup A,118,A:18-24 yrs,EthIndMaori,31,Maori,99,Both Sexes,18,1803,2463,3063,3525,4506,5976,6855,8619,11751,15294,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,118,A:18-24 yrs,EthIndMaori,39,Non-Maori,1,Male,54,13131,13746,14664,14541,15045,16263,16152,16647,18006,13692,
AgeGroup A,118,A:18-24 yrs,EthIndMaori,39,Non-Maori,2,Female,60,11667,12366,13692,13617,14436,15948,16581,16851,19308,14964,
AgeGroup A,118,A:18-24 yrs,EthIndMaori,39,Non-Maori,99,Both Sexes,114,24798,26112,28356,28158,29484,32211,32730,33498,37311,28656,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,118,A:18-24 yrs,EthIndPac,42,Pacific Peoples,1,Male,,252,342,471,642,789,1077,1272,2085,3045,4839,
AgeGroup A,118,A:18-24 yrs,EthIndPac,42,Pacific Peoples,2,Female,,234,321,423,609,699,1014,1296,2208,3294,5508,
AgeGroup A,118,A:18-24 yrs,EthIndPac,42,Pacific Peoples,99,Both Sexes,6,486,663,897,1251,1491,2094,2568,4293,6339,10347,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,118,A:18-24 yrs,EthIndPac,49,Non-Pacific Peoples,1,Male,66,13800,14667,15744,15666,16431,18147,18168,18681,20508,15888,
AgeGroup A,118,A:18-24 yrs,EthIndPac,49,Non-Pacific Peoples,2,Female,63,12318,13248,14778,14763,16068,17946,18852,19146,22218,17715,
AgeGroup A,118,A:18-24 yrs,EthIndPac,49,Non-Pacific Peoples,99,Both Sexes,129,26118,27915,30522,30432,32499,36096,37017,37827,42726,33606,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,118,A:18-24 yrs,EthIndAsian,54,Asian,1,Male,6,1701,2058,2412,2688,2907,3363,3381,3699,3939,3099,
AgeGroup A,118,A:18-24 yrs,EthIndAsian,54,Asian,2,Female,,1620,2070,2409,2652,2850,3207,3390,3720,3981,3462,
AgeGroup A,118,A:18-24 yrs,EthIndAsian,54,Asian,99,Both Sexes,9,3321,4128,4821,5340,5760,6570,6771,7422,7920,6561,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,118,A:18-24 yrs,EthIndAsian,59,Non-Asian,1,Male,63,12351,12954,13806,13623,14313,15864,16059,17064,19614,17631,
AgeGroup A,118,A:18-24 yrs,EthIndAsian,59,Non-Asian,2,Female,63,10929,11496,12792,12720,13917,15753,16755,17631,21531,19761,
AgeGroup A,118,A:18-24 yrs,EthIndAsian,59,Non-Asian,99,Both Sexes,126,23280,24447,26595,26340,28230,31617,32814,34698,41145,37389,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,118,A:18-24 yrs,EthIndEuro,66,European (NZ European and Other European),1,Male,48,10506,10827,11349,11025,11358,12105,11967,11733,12402,7638,
AgeGroup A,118,A:18-24 yrs,EthIndEuro,66,European (NZ European and Other European),2,Female,48,9570,9882,10920,10650,11565,12645,13107,12771,14442,9033,
AgeGroup A,118,A:18-24 yrs,EthIndEuro,66,European (NZ European and Other European),99,Both Sexes,93,20073,20709,22269,21675,22923,24753,25071,24501,26844,16671,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,118,A:18-24 yrs,EthIndEuro,69,Non-European,1,Male,21,3549,4182,4863,5283,5862,7122,7473,9033,11151,13092,
AgeGroup A,118,A:18-24 yrs,EthIndEuro,69,Non-European,2,Female,18,2979,3684,4284,4722,5202,6315,7041,8583,11070,14190,
AgeGroup A,118,A:18-24 yrs,EthIndEuro,69,Non-European,99,Both Sexes,39,6528,7869,9150,10005,11067,13437,14514,17616,22221,27279,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,118,A:18-24 yrs,EthIndMELAA,77,MELAA,1,Male,,132,156,204,222,213,243,285,294,393,405,
AgeGroup A,118,A:18-24 yrs,EthIndMELAA,77,MELAA,2,Female,,102,144,174,195,177,225,252,270,354,357,
AgeGroup A,118,A:18-24 yrs,EthIndMELAA,77,MELAA,99,Both Sexes,,234,297,375,414,390,468,534,567,747,762,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,118,A:18-24 yrs,EthIndMELAA,79,Non-MELAA,1,Male,69,13920,14853,16011,16086,17007,18981,19155,20472,23160,20322,
AgeGroup A,118,A:18-24 yrs,EthIndMELAA,79,Non-MELAA,2,Female,63,12447,13422,15027,15180,16590,18735,19893,21084,25158,22866,
AgeGroup A,118,A:18-24 yrs,EthIndMELAA,79,Non-MELAA,99,Both Sexes,132,26367,28275,31041,31269,33600,37719,39051,41553,48318,43191,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,118,A:18-24 yrs,EthIndOth,88,"Other Ethnicity (Has Other than M,P,A,E,MELAA)",1,Male,12,1599,1635,1635,1548,1587,1716,1539,1545,1494,804,
AgeGroup A,118,A:18-24 yrs,EthIndOth,88,"Other Ethnicity (Has Other than M,P,A,E,MELAA)",2,Female,12,1233,1242,1299,1263,1290,1398,1362,1275,1260,702,
AgeGroup A,118,A:18-24 yrs,EthIndOth,88,"Other Ethnicity (Has Other than M,P,A,E,MELAA)",99,Both Sexes,24,2832,2877,2931,2814,2880,3114,2898,2820,2754,1506,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,118,A:18-24 yrs,EthIndOth,89,"Non-Other Ethnicity (Has only M,P,A,E,MELAA)",1,Male,57,12453,13377,14583,14760,15633,17514,17901,19221,22059,19923,
AgeGroup A,118,A:18-24 yrs,EthIndOth,89,"Non-Other Ethnicity (Has only M,P,A,E,MELAA)",2,Female,54,11316,12321,13905,14106,15480,17562,18786,20079,24249,22521,
AgeGroup A,118,A:18-24 yrs,EthIndOth,89,"Non-Other Ethnicity (Has only M,P,A,E,MELAA)",99,Both Sexes,108,23772,25698,28485,28866,31113,35073,36687,39300,46311,42444,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,118,A:18-24 yrs,EthIndnonMP,90,Maori or Pacific Ethnicity,1,Male,51,12921,13467,14256,14001,14400,15360,15072,14844,15384,9408,
AgeGroup A,118,A:18-24 yrs,EthIndnonMP,90,Maori or Pacific Ethnicity,2,Female,60,11469,12105,13335,13113,13863,15111,15489,14997,16479,10173,
AgeGroup A,118,A:18-24 yrs,EthIndnonMP,90,Maori or Pacific Ethnicity,99,Both Sexes,111,24387,25575,27594,27111,28260,30471,30558,29838,31863,19578,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,118,A:18-24 yrs,EthIndnonMP,99,nonMaorinonPacific Ethnicity,1,Male,18,1131,1542,1959,2307,2823,3867,4368,5925,8169,11319,
AgeGroup A,118,A:18-24 yrs,EthIndnonMP,99,nonMaorinonPacific Ethnicity,2,Female,6,1083,1458,1866,2259,2904,3849,4659,6357,9033,13053,
AgeGroup A,118,A:18-24 yrs,EthIndnonMP,99,nonMaorinonPacific Ethnicity,99,Both Sexes,18,2214,3000,3822,4569,5727,7716,9027,12279,17205,24372,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,125,A:25-64 yrs,EthTotal,11,Maori (Total),1,Male,48,4440,5559,6591,7323,8559,10635,11949,14508,18627,24132,
AgeGroup A,125,A:25-64 yrs,EthTotal,11,Maori (Total),2,Female,45,4440,5646,6774,7638,9045,11280,13557,16815,22512,30861,
AgeGroup A,125,A:25-64 yrs,EthTotal,11,Maori (Total),99,Both Sexes,87,8877,11205,13365,14961,17601,21915,25506,31326,41139,54990,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,125,A:25-64 yrs,EthTotal,12,Pacific People (Total),1,Male,12,1104,1416,1806,2268,2664,3525,4557,7131,10380,16557,
AgeGroup A,125,A:25-64 yrs,EthTotal,12,Pacific People (Total),2,Female,9,1113,1437,1890,2322,2637,3732,4866,7722,11442,18537,
AgeGroup A,125,A:25-64 yrs,EthTotal,12,Pacific People (Total),99,Both Sexes,21,2217,2853,3696,4593,5304,7254,9423,14853,21822,35094,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,125,A:25-64 yrs,EthTotal,14,Asian (Total),1,Male,39,6603,7173,8175,8694,8874,9531,9510,9792,8589,6228,
AgeGroup A,125,A:25-64 yrs,EthTotal,14,Asian (Total),2,Female,27,8643,9411,10584,10809,11040,11277,11226,11133,9570,6897,
AgeGroup A,125,A:25-64 yrs,EthTotal,14,Asian (Total),99,Both Sexes,69,15246,16581,18762,19506,19911,20808,20736,20922,18159,13131,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,125,A:25-64 yrs,EthTotal,15,NonMaoriNonPacNonAs,1,Male,486,97200,93387,89424,83670,78852,74352,68325,59505,48975,31605,
AgeGroup A,125,A:25-64 yrs,EthTotal,15,NonMaoriNonPacNonAs,2,Female,369,102975,97617,93831,88032,83073,78171,71355,61896,50061,31188,
AgeGroup A,125,A:25-64 yrs,EthTotal,15,NonMaoriNonPacNonAs,99,Both Sexes,855,200175,191007,183255,171702,161925,152523,139683,121401,99039,62793,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,125,A:25-64 yrs,EthPrior,21,Maori (Prioritised),1,Male,48,4440,5559,6591,7323,8559,10635,11949,14508,18627,24132,
AgeGroup A,125,A:25-64 yrs,EthPrior,21,Maori (Prioritised),2,Female,45,4440,5646,6774,7638,9045,11280,13557,16815,22512,30861,
AgeGroup A,125,A:25-64 yrs,EthPrior,21,Maori (Prioritised),99,Both Sexes,87,8877,11205,13365,14961,17601,21915,25506,31326,41139,54990,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,125,A:25-64 yrs,EthPrior,22,Pacific People (Prioritised),1,Male,12,969,1242,1620,2070,2430,3264,4185,6648,9855,15876,
AgeGroup A,125,A:25-64 yrs,EthPrior,22,Pacific People (Prioritised),2,Female,9,999,1296,1719,2118,2394,3408,4455,7227,10734,17595,
AgeGroup A,125,A:25-64 yrs,EthPrior,22,Pacific People (Prioritised),99,Both Sexes,21,1971,2538,3339,4188,4821,6669,8640,13875,20589,33468,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,125,A:25-64 yrs,EthPrior,23,NonMaoriNonPac,1,Male,528,103686,100452,97434,92223,87534,83655,77613,69003,57237,37512,
AgeGroup A,125,A:25-64 yrs,EthPrior,23,NonMaoriNonPac,2,Female,393,111486,106899,104238,98655,93918,89205,82308,72729,59304,37692,
AgeGroup A,125,A:25-64 yrs,EthPrior,23,NonMaoriNonPac,99,Both Sexes,921,215172,207348,201672,190878,181449,172860,159924,141735,116541,75204,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,125,A:25-64 yrs,EthPrior,24,Asian (Prioritised),1,Male,39,6483,7062,8010,8553,8682,9306,9288,9498,8262,5904,
AgeGroup A,125,A:25-64 yrs,EthPrior,24,Asian (Prioritised),2,Female,27,8511,9279,10404,10623,10845,11034,10953,10836,9243,6507,
AgeGroup A,125,A:25-64 yrs,EthPrior,24,Asian (Prioritised),99,Both Sexes,66,14994,16344,18414,19179,19527,20337,20241,20331,17505,12411,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,125,A:25-64 yrs,EthPrior,25,NonMaoriNonPacNonAs,1,Male,486,97200,93387,89424,83670,78852,74352,68325,59505,48975,31605,
AgeGroup A,125,A:25-64 yrs,EthPrior,25,NonMaoriNonPacNonAs,2,Female,369,102975,97617,93831,88032,83073,78171,71355,61896,50061,31188,
AgeGroup A,125,A:25-64 yrs,EthPrior,25,NonMaoriNonPacNonAs,99,Both Sexes,855,200175,191007,183255,171702,161925,152523,139683,121401,99039,62793,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,125,A:25-64 yrs,EthIndMaori,31,Maori,1,Male,48,4440,5559,6591,7323,8559,10635,11949,14508,18627,24132,
AgeGroup A,125,A:25-64 yrs,EthIndMaori,31,Maori,2,Female,45,4440,5646,6774,7638,9045,11280,13557,16815,22512,30861,
AgeGroup A,125,A:25-64 yrs,EthIndMaori,31,Maori,99,Both Sexes,87,8877,11205,13365,14961,17601,21915,25506,31326,41139,54990,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,125,A:25-64 yrs,EthIndMaori,39,Non-Maori,1,Male,540,104658,101691,99054,94293,89964,86919,81798,75651,67092,53388,
AgeGroup A,125,A:25-64 yrs,EthIndMaori,39,Non-Maori,2,Female,402,112485,108195,105957,100770,96309,92613,86763,79956,70038,55290,
AgeGroup A,125,A:25-64 yrs,EthIndMaori,39,Non-Maori,99,Both Sexes,942,217143,209886,205011,195066,186273,179532,168564,155607,137130,108675,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,125,A:25-64 yrs,EthIndPac,42,Pacific Peoples,1,Male,12,1104,1416,1806,2268,2664,3525,4557,7131,10380,16557,
AgeGroup A,125,A:25-64 yrs,EthIndPac,42,Pacific Peoples,2,Female,9,1113,1437,1890,2322,2637,3732,4866,7722,11442,18537,
AgeGroup A,125,A:25-64 yrs,EthIndPac,42,Pacific Peoples,99,Both Sexes,21,2217,2853,3696,4593,5304,7254,9423,14853,21822,35094,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,125,A:25-64 yrs,EthIndPac,49,Non-Pacific Peoples,1,Male,573,107991,105834,103839,99348,95856,94032,89190,83031,75339,60960,
AgeGroup A,125,A:25-64 yrs,EthIndPac,49,Non-Pacific Peoples,2,Female,435,115809,112404,110841,106086,102714,100161,95454,89046,81111,67611,
AgeGroup A,125,A:25-64 yrs,EthIndPac,49,Non-Pacific Peoples,99,Both Sexes,1008,223803,218238,214677,205434,198570,194193,184644,172080,156447,128568,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,125,A:25-64 yrs,EthIndAsian,54,Asian,1,Male,39,6603,7173,8175,8694,8874,9531,9510,9792,8589,6228,
AgeGroup A,125,A:25-64 yrs,EthIndAsian,54,Asian,2,Female,27,8643,9411,10584,10809,11040,11277,11226,11133,9570,6897,
AgeGroup A,125,A:25-64 yrs,EthIndAsian,54,Asian,99,Both Sexes,69,15246,16581,18762,19506,19911,20808,20736,20922,18159,13131,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,125,A:25-64 yrs,EthIndAsian,59,Non-Asian,1,Male,546,102492,100080,97467,92925,89649,88023,84240,80370,77127,71286,
AgeGroup A,125,A:25-64 yrs,EthIndAsian,59,Non-Asian,2,Female,417,108279,104430,102147,97596,94314,92619,89094,85638,82980,79248,
AgeGroup A,125,A:25-64 yrs,EthIndAsian,59,Non-Asian,99,Both Sexes,963,210771,204510,199617,190521,183963,180639,173337,166008,160110,150537,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,125,A:25-64 yrs,EthIndEuro,66,European (NZ European and Other European),1,Male,429,82293,79527,76821,72303,68850,65493,60816,54015,45849,31254,
AgeGroup A,125,A:25-64 yrs,EthIndEuro,66,European (NZ European and Other European),2,Female,327,90771,86250,83418,78939,75327,71826,66732,59367,49953,33885,
AgeGroup A,125,A:25-64 yrs,EthIndEuro,66,European (NZ European and Other European),99,Both Sexes,759,173064,165777,160236,151242,144177,137319,127548,113379,95802,65139,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,125,A:25-64 yrs,EthIndEuro,69,Non-European,1,Male,156,26802,27726,28824,29316,29673,32058,32931,36147,39870,46263,
AgeGroup A,125,A:25-64 yrs,EthIndEuro,69,Non-European,2,Female,117,26151,27588,29316,29469,30027,32070,33588,37404,42600,52266,
AgeGroup A,125,A:25-64 yrs,EthIndEuro,69,Non-European,99,Both Sexes,276,52953,55314,58140,58785,59700,64128,66522,73551,82467,98529,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,125,A:25-64 yrs,EthIndMELAA,77,MELAA,1,Male,6,609,726,846,864,834,909,1071,1011,1077,1110,
AgeGroup A,125,A:25-64 yrs,EthIndMELAA,77,MELAA,2,Female,,621,687,798,798,804,849,975,870,954,987,
AgeGroup A,125,A:25-64 yrs,EthIndMELAA,77,MELAA,99,Both Sexes,9,1230,1413,1647,1659,1635,1758,2046,1881,2031,2094,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,125,A:25-64 yrs,EthIndMELAA,79,Non-MELAA,1,Male,582,108486,106527,104799,100755,97689,96648,92676,89151,84642,76407,
AgeGroup A,125,A:25-64 yrs,EthIndMELAA,79,Non-MELAA,2,Female,444,116301,113151,111933,107613,104547,103041,99345,95901,91599,85164,
AgeGroup A,125,A:25-64 yrs,EthIndMELAA,79,Non-MELAA,99,Both Sexes,1023,224787,219678,216732,208368,202239,199689,192024,185052,176238,161571,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,125,A:25-64 yrs,EthIndOth,88,"Other Ethnicity (Has Other than M,P,A,E,MELAA)",1,Male,87,18945,18081,17124,15822,14946,13995,12678,10929,8769,5271,
AgeGroup A,125,A:25-64 yrs,EthIndOth,88,"Other Ethnicity (Has Other than M,P,A,E,MELAA)",2,Female,57,16839,16317,15927,14781,13896,13113,11850,10176,8151,4971,
AgeGroup A,125,A:25-64 yrs,EthIndOth,88,"Other Ethnicity (Has Other than M,P,A,E,MELAA)",99,Both Sexes,147,35784,34398,33051,30603,28845,27108,24528,21105,16920,10245,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,125,A:25-64 yrs,EthIndOth,89,"Non-Other Ethnicity (Has only M,P,A,E,MELAA)",1,Male,501,90147,89169,88521,85794,83574,83559,81069,79233,76947,72246,
AgeGroup A,125,A:25-64 yrs,EthIndOth,89,"Non-Other Ethnicity (Has only M,P,A,E,MELAA)",2,Female,387,100086,97521,96804,93630,91458,90777,88473,86592,84402,81174,
AgeGroup A,125,A:25-64 yrs,EthIndOth,89,"Non-Other Ethnicity (Has only M,P,A,E,MELAA)",99,Both Sexes,885,190233,186690,185328,179424,175032,174339,169542,165825,161349,153420,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,125,A:25-64 yrs,EthIndnonMP,90,Maori or Pacific Ethnicity,1,Male,528,103686,100452,97434,92223,87534,83655,77613,69003,57237,37512,
AgeGroup A,125,A:25-64 yrs,EthIndnonMP,90,Maori or Pacific Ethnicity,2,Female,393,111486,106899,104238,98655,93918,89205,82308,72729,59304,37692,
AgeGroup A,125,A:25-64 yrs,EthIndnonMP,90,Maori or Pacific Ethnicity,99,Both Sexes,921,215172,207348,201672,190878,181449,172860,159924,141735,116541,75204,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,125,A:25-64 yrs,EthIndnonMP,99,nonMaorinonPacific Ethnicity,1,Male,60,5409,6801,8211,9393,10986,13899,16134,21159,28482,40008,
AgeGroup A,125,A:25-64 yrs,EthIndnonMP,99,nonMaorinonPacific Ethnicity,2,Female,51,5436,6942,8493,9756,11436,14685,18012,24042,33246,48453,
AgeGroup A,125,A:25-64 yrs,EthIndnonMP,99,nonMaorinonPacific Ethnicity,99,Both Sexes,108,10845,13743,16707,19149,22425,28587,34146,45198,61728,88458,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,165,A:65+ yrs,EthTotal,11,Maori (Total),1,Male,27,273,372,501,546,699,1005,1089,1368,1989,2601,
AgeGroup A,165,A:65+ yrs,EthTotal,11,Maori (Total),2,Female,33,312,450,576,642,831,1065,1332,1767,2433,3207,
AgeGroup A,165,A:65+ yrs,EthTotal,11,Maori (Total),99,Both Sexes,63,582,825,1080,1188,1533,2070,2418,3135,4422,5808,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,165,A:65+ yrs,EthTotal,12,Pacific People (Total),1,Male,,60,120,144,183,207,249,354,552,858,1629,
AgeGroup A,165,A:65+ yrs,EthTotal,12,Pacific People (Total),2,Female,6,87,162,192,261,267,378,501,747,1086,2040,
AgeGroup A,165,A:65+ yrs,EthTotal,12,Pacific People (Total),99,Both Sexes,6,147,279,333,447,480,630,852,1299,1941,3672,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,165,A:65+ yrs,EthTotal,14,Asian (Total),1,Male,9,672,693,759,780,837,837,813,837,717,648,
AgeGroup A,165,A:65+ yrs,EthTotal,14,Asian (Total),2,Female,6,741,780,906,897,921,885,903,960,780,690,
AgeGroup A,165,A:65+ yrs,EthTotal,14,Asian (Total),99,Both Sexes,12,1413,1476,1665,1677,1758,1719,1716,1797,1500,1338,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,165,A:65+ yrs,EthTotal,15,NonMaoriNonPacNonAs,1,Male,1053,20595,21141,20772,20892,21063,20334,20376,18153,15432,10431,
AgeGroup A,165,A:65+ yrs,EthTotal,15,NonMaoriNonPacNonAs,2,Female,2064,22254,23496,24381,26061,26493,26331,27294,25395,21054,12870,
AgeGroup A,165,A:65+ yrs,EthTotal,15,NonMaoriNonPacNonAs,99,Both Sexes,3114,42849,44637,45153,46953,47556,46665,47667,43545,36486,23301,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,165,A:65+ yrs,EthPrior,21,Maori (Prioritised),1,Male,27,273,372,501,546,699,1005,1089,1368,1989,2601,
AgeGroup A,165,A:65+ yrs,EthPrior,21,Maori (Prioritised),2,Female,33,312,450,576,642,831,1065,1332,1767,2433,3207,
AgeGroup A,165,A:65+ yrs,EthPrior,21,Maori (Prioritised),99,Both Sexes,63,582,825,1080,1188,1533,2070,2418,3135,4422,5808,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,165,A:65+ yrs,EthPrior,22,Pacific People (Prioritised),1,Male,,51,114,138,180,204,243,342,543,843,1617,
AgeGroup A,165,A:65+ yrs,EthPrior,22,Pacific People (Prioritised),2,Female,6,81,156,186,255,261,378,501,738,1068,2022,
AgeGroup A,165,A:65+ yrs,EthPrior,22,Pacific People (Prioritised),99,Both Sexes,6,135,273,324,438,465,624,843,1278,1908,3639,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,165,A:65+ yrs,EthPrior,23,NonMaoriNonPac,1,Male,1062,21258,21825,21522,21663,21888,21150,21177,18978,16128,11061,
AgeGroup A,165,A:65+ yrs,EthPrior,23,NonMaoriNonPac,2,Female,2070,22986,24273,25275,26949,27399,27201,28185,26331,21807,13533,
AgeGroup A,165,A:65+ yrs,EthPrior,23,NonMaoriNonPac,99,Both Sexes,3129,44247,46101,46797,48609,49290,48348,49359,45312,37935,24594,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,165,A:65+ yrs,EthPrior,24,Asian (Prioritised),1,Male,9,663,687,753,771,825,816,801,825,696,630,
AgeGroup A,165,A:65+ yrs,EthPrior,24,Asian (Prioritised),2,Female,6,732,777,894,888,906,870,894,939,753,663,
AgeGroup A,165,A:65+ yrs,EthPrior,24,Asian (Prioritised),99,Both Sexes,12,1398,1464,1644,1659,1734,1683,1695,1767,1449,1296,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,165,A:65+ yrs,EthPrior,25,NonMaoriNonPacNonAs,1,Male,1053,20595,21141,20772,20892,21063,20334,20376,18153,15432,10431,
AgeGroup A,165,A:65+ yrs,EthPrior,25,NonMaoriNonPacNonAs,2,Female,2064,22254,23496,24381,26061,26493,26331,27294,25395,21054,12870,
AgeGroup A,165,A:65+ yrs,EthPrior,25,NonMaoriNonPacNonAs,99,Both Sexes,3114,42849,44637,45153,46953,47556,46665,47667,43545,36486,23301,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,165,A:65+ yrs,EthIndMaori,31,Maori,1,Male,27,273,372,501,546,699,1005,1089,1368,1989,2601,
AgeGroup A,165,A:65+ yrs,EthIndMaori,31,Maori,2,Female,33,312,450,576,642,831,1065,1332,1767,2433,3207,
AgeGroup A,165,A:65+ yrs,EthIndMaori,31,Maori,99,Both Sexes,63,582,825,1080,1188,1533,2070,2418,3135,4422,5808,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,165,A:65+ yrs,EthIndMaori,39,Non-Maori,1,Male,1062,21312,21942,21663,21840,22095,21393,21516,19518,16971,12678,
AgeGroup A,165,A:65+ yrs,EthIndMaori,39,Non-Maori,2,Female,2070,23070,24432,25461,27204,27663,27579,28683,27072,22875,15555,
AgeGroup A,165,A:65+ yrs,EthIndMaori,39,Non-Maori,99,Both Sexes,3135,44382,46371,47121,49047,49758,48972,50202,46590,39846,28233,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,165,A:65+ yrs,EthIndPac,42,Pacific Peoples,1,Male,,60,120,144,183,207,249,354,552,858,1629,
AgeGroup A,165,A:65+ yrs,EthIndPac,42,Pacific Peoples,2,Female,6,87,162,192,261,267,378,501,747,1086,2040,
AgeGroup A,165,A:65+ yrs,EthIndPac,42,Pacific Peoples,99,Both Sexes,6,147,279,333,447,480,630,852,1299,1941,3672,
,,,,,,,,,,,,,,,,,,,
AgeGroup A,165,A:65+ yrs,EthIndPac,49,Non-Pacific Peoples,1,Male,1089,21528,22194,22020,22203,22587,22149,22254,20337,18102,13650,
AgeGroup A,165,A:65+ yrs,EthIndPac,49,Non-Pacific Peoples,2,Female,2100,23295,24717,25848,27588,28224,28263,29514,28089,24225,16722,
AgeGroup A,165,A:65+ yrs,EthIndPac,49,Non-Pacific Peoples,99,Both Sexes,3189,44820,46914,47865,49791,50811,50415,51768,48429,42324,30372,
,,,,,,,,,,,,,,,,,,,
