Age_Var,Age_Level,Age_Label,Eth_Var,Eth_Level,Eth_Label,Sex_code,Sex_Label,DepMissing,Dep1,Dep2,Dep3,Dep4,Dep5,Dep6,Dep7,Dep8,Dep9,Dep10,Total
AgeGroup B,215,B:15-24 yrs,EthIndOth,89,"Non-Other Ethnicity (Has only M,P,A,E,MELAA)",99,Both Sexes,147,41433,42513,45111,44649,46872,50286,51975,54861,63486,62136,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,215,B:15-24 yrs,EthIndnonMP,90,Maori or Pacific Ethnicity,1,Male,69,22098,22029,22563,21450,21591,21735,20964,19803,19662,12123,
AgeGroup B,215,B:15-24 yrs,EthIndnonMP,90,Maori or Pacific Ethnicity,2,Female,78,20385,20232,21042,20199,20622,21363,21108,19806,20715,12918,
AgeGroup B,215,B:15-24 yrs,EthIndnonMP,90,Maori or Pacific Ethnicity,99,Both Sexes,144,42483,42264,43605,41649,42213,43101,42069,39609,40374,25041,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,215,B:15-24 yrs,EthIndnonMP,99,nonMaorinonPacific Ethnicity,1,Male,18,1950,2532,3180,3753,4515,5850,6894,9348,12882,18642,
AgeGroup B,215,B:15-24 yrs,EthIndnonMP,99,nonMaorinonPacific Ethnicity,2,Female,9,1872,2418,2970,3648,4503,5820,7098,9750,13872,20478,
AgeGroup B,215,B:15-24 yrs,EthIndnonMP,99,nonMaorinonPacific Ethnicity,99,Both Sexes,27,3819,4953,6150,7404,9018,11670,13992,19098,26754,39120,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,225,B:25-44 yrs,EthTotal,11,Maori (Total),1,Male,27,2754,3519,4200,4746,5397,6933,7638,9267,11562,14784,
AgeGroup B,225,B:25-44 yrs,EthTotal,11,Maori (Total),2,Female,18,2736,3624,4320,5055,5850,7395,8859,10824,14277,19647,
AgeGroup B,225,B:25-44 yrs,EthTotal,11,Maori (Total),99,Both Sexes,48,5487,7143,8520,9801,11247,14331,16500,20091,25839,34431,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,225,B:25-44 yrs,EthTotal,12,Pacific People (Total),1,Male,12,747,963,1242,1548,1845,2469,3105,4764,6738,10455,
AgeGroup B,225,B:25-44 yrs,EthTotal,12,Pacific People (Total),2,Female,6,714,957,1203,1521,1743,2538,3282,5199,7707,12456,
AgeGroup B,225,B:25-44 yrs,EthTotal,12,Pacific People (Total),99,Both Sexes,18,1464,1920,2445,3069,3588,5007,6387,9963,14445,22911,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,225,B:25-44 yrs,EthTotal,14,Asian (Total),1,Male,30,3534,4002,4848,5376,5703,6498,6627,6720,5865,4326,
AgeGroup B,225,B:25-44 yrs,EthTotal,14,Asian (Total),2,Female,18,5118,5646,6753,7083,7329,7728,7911,7677,6498,4722,
AgeGroup B,225,B:25-44 yrs,EthTotal,14,Asian (Total),99,Both Sexes,48,8649,9648,11601,12459,13035,14229,14538,14397,12363,9048,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,225,B:25-44 yrs,EthTotal,15,NonMaoriNonPacNonAs,1,Male,192,42870,43665,43767,42252,40212,39333,35874,31434,25752,16041,
AgeGroup B,225,B:25-44 yrs,EthTotal,15,NonMaoriNonPacNonAs,2,Female,153,48759,47679,47370,45666,43107,41448,37299,32709,26100,15888,
AgeGroup B,225,B:25-44 yrs,EthTotal,15,NonMaoriNonPacNonAs,99,Both Sexes,342,91626,91344,91137,87918,83322,80778,73173,64143,51852,31932,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,225,B:25-44 yrs,EthPrior,21,Maori (Prioritised),1,Male,27,2754,3519,4200,4746,5397,6933,7638,9267,11562,14784,
AgeGroup B,225,B:25-44 yrs,EthPrior,21,Maori (Prioritised),2,Female,18,2736,3624,4320,5055,5850,7395,8859,10824,14277,19647,
AgeGroup B,225,B:25-44 yrs,EthPrior,21,Maori (Prioritised),99,Both Sexes,48,5487,7143,8520,9801,11247,14331,16500,20091,25839,34431,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,225,B:25-44 yrs,EthPrior,22,Pacific People (Prioritised),1,Male,12,642,831,1104,1401,1674,2259,2808,4371,6315,9882,
AgeGroup B,225,B:25-44 yrs,EthPrior,22,Pacific People (Prioritised),2,Female,6,639,855,1080,1353,1548,2280,2934,4797,7113,11667,
AgeGroup B,225,B:25-44 yrs,EthPrior,22,Pacific People (Prioritised),99,Both Sexes,18,1281,1686,2184,2757,3222,4536,5742,9168,13428,21549,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,225,B:25-44 yrs,EthPrior,23,NonMaoriNonPac,1,Male,219,46320,47598,48504,47535,45771,45660,42345,37944,31395,20148,
AgeGroup B,225,B:25-44 yrs,EthPrior,23,NonMaoriNonPac,2,Female,168,53775,53241,53991,52608,50295,49008,45012,40155,32364,20331,
AgeGroup B,225,B:25-44 yrs,EthPrior,23,NonMaoriNonPac,99,Both Sexes,384,100098,100842,102495,100143,96063,94668,87360,78099,63756,40476,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,225,B:25-44 yrs,EthPrior,24,Asian (Prioritised),1,Male,30,3453,3930,4737,5283,5559,6330,6474,6507,5640,4107,
AgeGroup B,225,B:25-44 yrs,EthPrior,24,Asian (Prioritised),2,Female,15,5019,5565,6621,6942,7185,7563,7713,7449,6261,4440,
AgeGroup B,225,B:25-44 yrs,EthPrior,24,Asian (Prioritised),99,Both Sexes,42,8469,9498,11358,12225,12744,13890,14187,13956,11904,8544,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,225,B:25-44 yrs,EthPrior,25,NonMaoriNonPacNonAs,1,Male,192,42870,43665,43767,42252,40212,39333,35874,31434,25752,16041,
AgeGroup B,225,B:25-44 yrs,EthPrior,25,NonMaoriNonPacNonAs,2,Female,153,48759,47679,47370,45666,43107,41448,37299,32709,26100,15888,
AgeGroup B,225,B:25-44 yrs,EthPrior,25,NonMaoriNonPacNonAs,99,Both Sexes,342,91626,91344,91137,87918,83322,80778,73173,64143,51852,31932,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,225,B:25-44 yrs,EthIndMaori,31,Maori,1,Male,27,2754,3519,4200,4746,5397,6933,7638,9267,11562,14784,
AgeGroup B,225,B:25-44 yrs,EthIndMaori,31,Maori,2,Female,18,2736,3624,4320,5055,5850,7395,8859,10824,14277,19647,
AgeGroup B,225,B:25-44 yrs,EthIndMaori,31,Maori,99,Both Sexes,48,5487,7143,8520,9801,11247,14331,16500,20091,25839,34431,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,225,B:25-44 yrs,EthIndMaori,39,Non-Maori,1,Male,231,46965,48429,49608,48936,47442,47919,45153,42315,37710,30030,
AgeGroup B,225,B:25-44 yrs,EthIndMaori,39,Non-Maori,2,Female,171,54417,54099,55071,53964,51843,51288,47946,44952,39474,31998,
AgeGroup B,225,B:25-44 yrs,EthIndMaori,39,Non-Maori,99,Both Sexes,402,101379,102525,104682,102900,99285,99204,93102,87267,77187,62028,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,225,B:25-44 yrs,EthIndPac,42,Pacific Peoples,1,Male,12,747,963,1242,1548,1845,2469,3105,4764,6738,10455,
AgeGroup B,225,B:25-44 yrs,EthIndPac,42,Pacific Peoples,2,Female,6,714,957,1203,1521,1743,2538,3282,5199,7707,12456,
AgeGroup B,225,B:25-44 yrs,EthIndPac,42,Pacific Peoples,99,Both Sexes,18,1464,1920,2445,3069,3588,5007,6387,9963,14445,22911,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,225,B:25-44 yrs,EthIndPac,49,Non-Pacific Peoples,1,Male,246,48969,50985,52563,52134,50994,52383,49689,46818,42537,34362,
AgeGroup B,225,B:25-44 yrs,EthIndPac,49,Non-Pacific Peoples,2,Female,183,56436,56766,58194,57498,55953,56145,53523,50577,46044,39186,
AgeGroup B,225,B:25-44 yrs,EthIndPac,49,Non-Pacific Peoples,99,Both Sexes,432,105402,107751,110754,109629,106944,108528,103212,97395,88581,73548,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,225,B:25-44 yrs,EthIndAsian,54,Asian,1,Male,30,3534,4002,4848,5376,5703,6498,6627,6720,5865,4326,
AgeGroup B,225,B:25-44 yrs,EthIndAsian,54,Asian,2,Female,18,5118,5646,6753,7083,7329,7728,7911,7677,6498,4722,
AgeGroup B,225,B:25-44 yrs,EthIndAsian,54,Asian,99,Both Sexes,48,8649,9648,11601,12459,13035,14229,14538,14397,12363,9048,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,225,B:25-44 yrs,EthIndAsian,59,Non-Asian,1,Male,228,46185,47946,48957,48303,47136,48354,46170,44862,43410,40488,
AgeGroup B,225,B:25-44 yrs,EthIndAsian,59,Non-Asian,2,Female,174,52032,52074,52641,51936,50361,50955,48891,48096,47253,46923,
AgeGroup B,225,B:25-44 yrs,EthIndAsian,59,Non-Asian,99,Both Sexes,402,98217,100020,101598,100239,97500,99309,95061,92961,90660,87411,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,225,B:25-44 yrs,EthIndEuro,66,European (NZ European and Other European),1,Male,177,37074,37884,38316,37200,35883,35265,32646,29271,24789,16458,
AgeGroup B,225,B:25-44 yrs,EthIndEuro,66,European (NZ European and Other European),2,Female,138,43860,43275,43089,42054,40332,39423,36252,32736,27519,18735,
AgeGroup B,225,B:25-44 yrs,EthIndEuro,66,European (NZ European and Other European),99,Both Sexes,315,80934,81159,81408,79257,76215,74688,68901,62004,52311,35196,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,225,B:25-44 yrs,EthIndEuro,69,Non-European,1,Male,81,12645,14064,15486,16479,16956,19587,20145,22314,24483,28356,
AgeGroup B,225,B:25-44 yrs,EthIndEuro,69,Non-European,2,Female,54,13290,14448,16302,16965,17361,19260,20553,23043,26232,32907,
AgeGroup B,225,B:25-44 yrs,EthIndEuro,69,Non-European,99,Both Sexes,132,25932,28509,31791,33444,34317,38847,40701,45354,50715,61263,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,225,B:25-44 yrs,EthIndMELAA,77,MELAA,1,Male,,369,474,570,591,576,693,801,747,816,819,
AgeGroup B,225,B:25-44 yrs,EthIndMELAA,77,MELAA,2,Female,,399,459,561,564,570,618,747,636,723,729,
AgeGroup B,225,B:25-44 yrs,EthIndMELAA,77,MELAA,99,Both Sexes,6,768,933,1131,1155,1149,1311,1548,1380,1536,1545,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,225,B:25-44 yrs,EthIndMELAA,79,Non-MELAA,1,Male,255,49347,51474,53235,53088,52263,54159,51996,50838,48459,43995,
AgeGroup B,225,B:25-44 yrs,EthIndMELAA,79,Non-MELAA,2,Female,189,56748,57264,58833,58455,57123,58065,56058,55143,53028,50916,
AgeGroup B,225,B:25-44 yrs,EthIndMELAA,79,Non-MELAA,99,Both Sexes,444,106098,108738,112068,111546,109386,112224,108054,105978,101490,94911,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,225,B:25-44 yrs,EthIndOth,88,"Other Ethnicity (Has Other than M,P,A,E,MELAA)",1,Male,36,8121,8358,8301,7962,7530,7476,6681,5946,4797,2871,
AgeGroup B,225,B:25-44 yrs,EthIndOth,88,"Other Ethnicity (Has Other than M,P,A,E,MELAA)",2,Female,18,7539,7443,7677,7326,6831,6648,5976,5274,4200,2547,
AgeGroup B,225,B:25-44 yrs,EthIndOth,88,"Other Ethnicity (Has Other than M,P,A,E,MELAA)",99,Both Sexes,57,15660,15804,15978,15285,14364,14127,12657,11220,8997,5418,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,225,B:25-44 yrs,EthIndOth,89,"Non-Other Ethnicity (Has only M,P,A,E,MELAA)",1,Male,222,41598,43590,45504,45720,45309,47373,46116,45639,44475,41946,
AgeGroup B,225,B:25-44 yrs,EthIndOth,89,"Non-Other Ethnicity (Has only M,P,A,E,MELAA)",2,Female,171,49611,50277,51717,51693,50862,52035,50829,50502,49551,49098,
AgeGroup B,225,B:25-44 yrs,EthIndOth,89,"Non-Other Ethnicity (Has only M,P,A,E,MELAA)",99,Both Sexes,390,91206,93867,97221,97413,96171,99411,96945,96141,94026,91041,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,225,B:25-44 yrs,EthIndnonMP,90,Maori or Pacific Ethnicity,1,Male,219,46320,47598,48504,47535,45771,45660,42345,37944,31395,20148,
AgeGroup B,225,B:25-44 yrs,EthIndnonMP,90,Maori or Pacific Ethnicity,2,Female,168,53775,53241,53991,52608,50295,49008,45012,40155,32364,20331,
AgeGroup B,225,B:25-44 yrs,EthIndnonMP,90,Maori or Pacific Ethnicity,99,Both Sexes,384,100098,100842,102495,100143,96063,94668,87360,78099,63756,40476,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,225,B:25-44 yrs,EthIndnonMP,99,nonMaorinonPacific Ethnicity,1,Male,39,3396,4350,5301,6147,7071,9192,10449,13641,17877,24669,
AgeGroup B,225,B:25-44 yrs,EthIndnonMP,99,nonMaorinonPacific Ethnicity,2,Female,24,3372,4479,5400,6411,7398,9675,11793,15621,21387,31314,
AgeGroup B,225,B:25-44 yrs,EthIndnonMP,99,nonMaorinonPacific Ethnicity,99,Both Sexes,63,6771,8829,10704,12558,14466,18867,22242,29259,39270,55980,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,245,B:45-64 yrs,EthTotal,11,Maori (Total),1,Male,18,1686,2040,2394,2577,3162,3699,4308,5241,7065,9348,
AgeGroup B,245,B:45-64 yrs,EthTotal,11,Maori (Total),2,Female,24,1704,2019,2454,2583,3195,3885,4698,5991,8235,11214,
AgeGroup B,245,B:45-64 yrs,EthTotal,11,Maori (Total),99,Both Sexes,45,3390,4062,4848,5160,6354,7587,9006,11235,15300,20562,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,245,B:45-64 yrs,EthTotal,12,Pacific People (Total),1,Male,,357,453,561,723,822,1056,1452,2364,3642,6105,
AgeGroup B,245,B:45-64 yrs,EthTotal,12,Pacific People (Total),2,Female,6,399,480,690,804,897,1191,1587,2526,3738,6078,
AgeGroup B,245,B:45-64 yrs,EthTotal,12,Pacific People (Total),99,Both Sexes,6,753,933,1254,1524,1716,2247,3039,4890,7377,12186,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,245,B:45-64 yrs,EthTotal,14,Asian (Total),1,Male,9,3072,3171,3327,3315,3168,3033,2883,3072,2724,1902,
AgeGroup B,245,B:45-64 yrs,EthTotal,14,Asian (Total),2,Female,9,3528,3762,3834,3726,3711,3546,3312,3453,3069,2178,
AgeGroup B,245,B:45-64 yrs,EthTotal,14,Asian (Total),99,Both Sexes,21,6600,6930,7161,7044,6879,6579,6195,6525,5796,4080,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,245,B:45-64 yrs,EthTotal,15,NonMaoriNonPacNonAs,1,Male,297,54333,49719,45657,41418,38640,35019,32451,28071,23223,15564,
AgeGroup B,245,B:45-64 yrs,EthTotal,15,NonMaoriNonPacNonAs,2,Female,216,54216,49941,46461,42366,39963,36726,34059,29187,23964,15297,
AgeGroup B,245,B:45-64 yrs,EthTotal,15,NonMaoriNonPacNonAs,99,Both Sexes,516,108549,99660,92121,83784,78603,71745,66513,57258,47184,30861,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,245,B:45-64 yrs,EthPrior,21,Maori (Prioritised),1,Male,18,1686,2040,2394,2577,3162,3699,4308,5241,7065,9348,
AgeGroup B,245,B:45-64 yrs,EthPrior,21,Maori (Prioritised),2,Female,24,1704,2019,2454,2583,3195,3885,4698,5991,8235,11214,
AgeGroup B,245,B:45-64 yrs,EthPrior,21,Maori (Prioritised),99,Both Sexes,45,3390,4062,4848,5160,6354,7587,9006,11235,15300,20562,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,245,B:45-64 yrs,EthPrior,22,Pacific People (Prioritised),1,Male,,327,411,516,669,759,1005,1377,2274,3537,5991,
AgeGroup B,245,B:45-64 yrs,EthPrior,22,Pacific People (Prioritised),2,Female,6,363,441,639,762,843,1128,1521,2430,3621,5928,
AgeGroup B,245,B:45-64 yrs,EthPrior,22,Pacific People (Prioritised),99,Both Sexes,6,687,849,1155,1431,1599,2133,2898,4704,7161,11919,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,245,B:45-64 yrs,EthPrior,23,NonMaoriNonPac,1,Male,309,57366,52851,48930,44691,41763,37995,35268,31059,25842,17367,
AgeGroup B,245,B:45-64 yrs,EthPrior,23,NonMaoriNonPac,2,Female,228,57708,53658,50247,46047,43620,40197,37296,32574,26943,17364,
AgeGroup B,245,B:45-64 yrs,EthPrior,23,NonMaoriNonPac,99,Both Sexes,537,115074,106509,99177,90735,85383,78192,72564,63633,52785,34731,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,245,B:45-64 yrs,EthPrior,24,Asian (Prioritised),1,Male,9,3033,3132,3270,3273,3123,2976,2814,2991,2619,1800,
AgeGroup B,245,B:45-64 yrs,EthPrior,24,Asian (Prioritised),2,Female,9,3492,3714,3786,3681,3657,3471,3237,3387,2979,2067,
AgeGroup B,245,B:45-64 yrs,EthPrior,24,Asian (Prioritised),99,Both Sexes,21,6525,6846,7056,6954,6783,6447,6054,6375,5598,3867,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,245,B:45-64 yrs,EthPrior,25,NonMaoriNonPacNonAs,1,Male,297,54333,49719,45657,41418,38640,35019,32451,28071,23223,15564,
AgeGroup B,245,B:45-64 yrs,EthPrior,25,NonMaoriNonPacNonAs,2,Female,216,54216,49941,46461,42366,39963,36726,34059,29187,23964,15297,
AgeGroup B,245,B:45-64 yrs,EthPrior,25,NonMaoriNonPacNonAs,99,Both Sexes,516,108549,99660,92121,83784,78603,71745,66513,57258,47184,30861,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,245,B:45-64 yrs,EthIndMaori,31,Maori,1,Male,18,1686,2040,2394,2577,3162,3699,4308,5241,7065,9348,
AgeGroup B,245,B:45-64 yrs,EthIndMaori,31,Maori,2,Female,24,1704,2019,2454,2583,3195,3885,4698,5991,8235,11214,
AgeGroup B,245,B:45-64 yrs,EthIndMaori,31,Maori,99,Both Sexes,45,3390,4062,4848,5160,6354,7587,9006,11235,15300,20562,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,245,B:45-64 yrs,EthIndMaori,39,Non-Maori,1,Male,309,57693,53262,49446,45360,42522,39003,36645,33336,29379,23355,
AgeGroup B,245,B:45-64 yrs,EthIndMaori,39,Non-Maori,2,Female,231,58071,54099,50886,46809,44463,41325,38817,35004,30564,23292,
AgeGroup B,245,B:45-64 yrs,EthIndMaori,39,Non-Maori,99,Both Sexes,540,115764,107358,100332,92169,86985,80325,75462,68340,59943,46647,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,245,B:45-64 yrs,EthIndPac,42,Pacific Peoples,1,Male,,357,453,561,723,822,1056,1452,2364,3642,6105,
AgeGroup B,245,B:45-64 yrs,EthIndPac,42,Pacific Peoples,2,Female,6,399,480,690,804,897,1191,1587,2526,3738,6078,
AgeGroup B,245,B:45-64 yrs,EthIndPac,42,Pacific Peoples,99,Both Sexes,6,753,933,1254,1524,1716,2247,3039,4890,7377,12186,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,245,B:45-64 yrs,EthIndPac,49,Non-Pacific Peoples,1,Male,327,59022,54852,51276,47217,44862,41646,39504,36213,32802,26598,
AgeGroup B,245,B:45-64 yrs,EthIndPac,49,Non-Pacific Peoples,2,Female,252,59373,55635,52647,48588,46764,44019,41928,38469,35064,28425,
AgeGroup B,245,B:45-64 yrs,EthIndPac,49,Non-Pacific Peoples,99,Both Sexes,579,118398,110487,103923,95805,91626,85662,81432,74682,67866,55023,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,245,B:45-64 yrs,EthIndAsian,54,Asian,1,Male,9,3072,3171,3327,3315,3168,3033,2883,3072,2724,1902,
AgeGroup B,245,B:45-64 yrs,EthIndAsian,54,Asian,2,Female,9,3528,3762,3834,3726,3711,3546,3312,3453,3069,2178,
AgeGroup B,245,B:45-64 yrs,EthIndAsian,54,Asian,99,Both Sexes,21,6600,6930,7161,7044,6879,6579,6195,6525,5796,4080,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,245,B:45-64 yrs,EthIndAsian,59,Non-Asian,1,Male,315,56307,52134,48513,44622,42513,39669,38073,35505,33720,30801,
AgeGroup B,245,B:45-64 yrs,EthIndAsian,59,Non-Asian,2,Female,243,56247,52353,49506,45660,43950,41664,40200,37539,35730,32328,
AgeGroup B,245,B:45-64 yrs,EthIndAsian,59,Non-Asian,99,Both Sexes,561,112554,104490,98016,90285,86463,81333,78273,73047,69450,63126,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,245,B:45-64 yrs,EthIndEuro,66,European (NZ European and Other European),1,Male,252,45222,41640,38502,35103,32967,30231,28167,24741,21060,14796,
AgeGroup B,245,B:45-64 yrs,EthIndEuro,66,European (NZ European and Other European),2,Female,192,46911,42975,40326,36885,34995,32403,30480,26631,22434,15147,
AgeGroup B,245,B:45-64 yrs,EthIndEuro,66,European (NZ European and Other European),99,Both Sexes,441,92130,84618,78828,71988,67962,62631,58647,51375,43491,29943,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,245,B:45-64 yrs,EthIndEuro,69,Non-European,1,Male,78,14157,13662,13338,12834,12717,12474,12786,13836,15384,17907,
AgeGroup B,245,B:45-64 yrs,EthIndEuro,69,Non-European,2,Female,66,12864,13143,13011,12504,12666,12807,13038,14364,16368,19356,
AgeGroup B,245,B:45-64 yrs,EthIndEuro,69,Non-European,99,Both Sexes,141,27024,26802,26349,25341,25380,25281,25824,28197,31749,37263,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,245,B:45-64 yrs,EthIndMELAA,77,MELAA,1,Male,6,240,252,276,273,255,216,273,264,261,291,
AgeGroup B,245,B:45-64 yrs,EthIndMELAA,77,MELAA,2,Female,,222,231,237,231,237,231,228,234,231,255,
AgeGroup B,245,B:45-64 yrs,EthIndMELAA,77,MELAA,99,Both Sexes,6,462,480,516,507,489,447,501,501,495,549,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,245,B:45-64 yrs,EthIndMELAA,79,Non-MELAA,1,Male,324,59136,55053,51561,47667,45426,42486,40680,38313,36183,32409,
AgeGroup B,245,B:45-64 yrs,EthIndMELAA,79,Non-MELAA,2,Female,255,59553,55887,53100,49155,47424,44976,43287,40761,38568,34248,
AgeGroup B,245,B:45-64 yrs,EthIndMELAA,79,Non-MELAA,99,Both Sexes,579,118689,110940,104664,96822,92850,87465,83970,79074,74751,66657,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,245,B:45-64 yrs,EthIndOth,88,"Other Ethnicity (Has Other than M,P,A,E,MELAA)",1,Male,51,10827,9723,8820,7863,7416,6516,6000,4983,3972,2403,
AgeGroup B,245,B:45-64 yrs,EthIndOth,88,"Other Ethnicity (Has Other than M,P,A,E,MELAA)",2,Female,39,9297,8871,8250,7455,7065,6465,5868,4905,3951,2427,
AgeGroup B,245,B:45-64 yrs,EthIndOth,88,"Other Ethnicity (Has Other than M,P,A,E,MELAA)",99,Both Sexes,87,20127,18597,17073,15318,14478,12984,11871,9885,7920,4830,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,245,B:45-64 yrs,EthIndOth,89,"Non-Other Ethnicity (Has only M,P,A,E,MELAA)",1,Male,276,48549,45579,43017,40074,38265,36186,34953,33597,32472,30303,
AgeGroup B,245,B:45-64 yrs,EthIndOth,89,"Non-Other Ethnicity (Has only M,P,A,E,MELAA)",2,Female,216,50475,47244,45087,41937,40596,38742,37644,36093,34851,32079,
AgeGroup B,245,B:45-64 yrs,EthIndOth,89,"Non-Other Ethnicity (Has only M,P,A,E,MELAA)",99,Both Sexes,495,99027,92826,88107,82008,78861,74931,72597,69687,67323,62379,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,245,B:45-64 yrs,EthIndnonMP,90,Maori or Pacific Ethnicity,1,Male,309,57366,52851,48930,44691,41763,37995,35268,31059,25842,17367,
AgeGroup B,245,B:45-64 yrs,EthIndnonMP,90,Maori or Pacific Ethnicity,2,Female,228,57708,53658,50247,46047,43620,40197,37296,32574,26943,17364,
AgeGroup B,245,B:45-64 yrs,EthIndnonMP,90,Maori or Pacific Ethnicity,99,Both Sexes,537,115074,106509,99177,90735,85383,78192,72564,63633,52785,34731,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,245,B:45-64 yrs,EthIndnonMP,99,nonMaorinonPacific Ethnicity,1,Male,18,2013,2451,2910,3246,3915,4707,5685,7521,10602,15339,
AgeGroup B,245,B:45-64 yrs,EthIndnonMP,99,nonMaorinonPacific Ethnicity,2,Female,27,2064,2463,3093,3345,4038,5013,6216,8421,11859,17142,
AgeGroup B,245,B:45-64 yrs,EthIndnonMP,99,nonMaorinonPacific Ethnicity,99,Both Sexes,48,4077,4911,6003,6591,7956,9720,11904,15939,22461,32478,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,265,B:65-74 yrs,EthTotal,11,Maori (Total),1,Male,18,204,276,378,408,525,759,831,1011,1512,1965,
AgeGroup B,265,B:65-74 yrs,EthTotal,11,Maori (Total),2,Female,15,198,306,399,435,558,771,906,1224,1677,2292,
AgeGroup B,265,B:65-74 yrs,EthTotal,11,Maori (Total),99,Both Sexes,33,402,582,777,843,1083,1530,1734,2235,3186,4260,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,265,B:65-74 yrs,EthTotal,12,Pacific People (Total),1,Male,,39,75,105,129,162,192,252,393,630,1194,
AgeGroup B,265,B:65-74 yrs,EthTotal,12,Pacific People (Total),2,Female,,57,117,129,177,177,249,339,486,717,1392,
AgeGroup B,265,B:65-74 yrs,EthTotal,12,Pacific People (Total),99,Both Sexes,,93,192,231,303,333,441,591,882,1350,2586,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,265,B:65-74 yrs,EthTotal,14,Asian (Total),1,Male,,507,504,564,576,618,639,597,624,510,492,
AgeGroup B,265,B:65-74 yrs,EthTotal,14,Asian (Total),2,Female,,546,513,609,618,642,648,639,654,546,537,
AgeGroup B,265,B:65-74 yrs,EthTotal,14,Asian (Total),99,Both Sexes,6,1053,1020,1170,1197,1260,1284,1236,1281,1056,1029,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,265,B:65-74 yrs,EthTotal,15,NonMaoriNonPacNonAs,1,Male,201,12798,12648,12270,11826,11784,11169,10659,9435,8058,5709,
AgeGroup B,265,B:65-74 yrs,EthTotal,15,NonMaoriNonPacNonAs,2,Female,357,12426,12732,12657,12657,12669,12363,12114,10992,9114,5889,
AgeGroup B,265,B:65-74 yrs,EthTotal,15,NonMaoriNonPacNonAs,99,Both Sexes,561,25227,25380,24927,24483,24453,23535,22773,20427,17172,11595,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,265,B:65-74 yrs,EthPrior,21,Maori (Prioritised),1,Male,18,204,276,378,408,525,759,831,1011,1512,1965,
AgeGroup B,265,B:65-74 yrs,EthPrior,21,Maori (Prioritised),2,Female,15,198,306,399,435,558,771,906,1224,1677,2292,
AgeGroup B,265,B:65-74 yrs,EthPrior,21,Maori (Prioritised),99,Both Sexes,33,402,582,777,843,1083,1530,1734,2235,3186,4260,
,,,,,,,,,,,,,,,,,,,
AgeGroup B,265,B:65-74 yrs,EthPrior,22,Pacific People (Prioritised),1,Male,,33,72,102,129,156,186,246,387,618,1185,
AgeGroup B,265,B:65-74 yrs,EthPrior,22,Pacific People (Prioritised),2,Female,,51,114,123,171,171,249,333,483,711,1380,
AgeGroup B,265,B:65-74 yrs,EthPrior,22,Pacific People (Prioritised),99,Both Sexes,,87,186,228,297,327,435,582,870,1329,2568,
